Id,Entidad financiera,Dirección,Localidad,CP,Telediscado,Teléfono,Fax,Caj.Aut.,Latitud,Longitud
949,BANCO SANTANDER ARGENTINA S.A.,J M DE ROSAS 6745/51 PB DPTO: 1,ISIDRO CASANOVA,B1765AAC,,,,NO,34.420929,58.345292
950,BANCO DE LA PROVINCIA DE BUENOS AIRES,JUAN MANUEL DE ROSAS 5975,ISIDRO CASANOVA,B1754FWE,,,,NO,-34.674896,-58.543599
951,BANCO DE LA PROVINCIA DE BUENOS AIRES,JUAN MANUEL DE ROSAS 6699,ISIDRO CASANOVA,B1765AAB,,,,NO,-34.702405,-58.581077
952,BANCO DE LA NACION ARGENTINA,ROMA 3271,ISIDRO CASANOVA,B1765ISW,,,,NO,-34.704601,-585.79504
953,BANCO DE LA NACION ARGENTINA,ROMA 3271,ISIDRO CASANOVA,B1765ISW,,,,NO,-34.7046,-585.79504
954,BANCO BBVA ARGENTINA S.A.,24 DE OCTUBRE 876,ITUZAINGO,B1714GSJ,,,,NO,-34.660923,-58.666466
955,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AUTOPISTA DEL OESTE KM 14.8 14.8,ITUZAINGO,B1714AAA,,,,NO,-34.631901,-58.678193
956,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. PERON 10298,ITUZAINGO,B1714AAA,,,,NO,-34.631901,-58.678193
957,BANCO DE LA NACION ARGENTINA,AV. RATTI 1860,ITUZAINGO,B1714KDL,,,,NO,-34.647774,-586.87434
958,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AVENIDA PRESIDENTE JUAN DOMINGO PERON 8571,ITUZAINGO,B1714OLU,,,,NO,-34.63332,-58.628789
959,BANCO COMAFI SOCIEDAD ANONIMA,CAMINO PARQUE DEL BUEN AYRE KM. 22 0,ITUZAINGO,C1437JPC,,,,NO,-34.583669,-58.675811
960,BANCO CREDICOOP COOPERATIVO LIMITADO,JUNCAL 34,ITUZAINGO,B1714MED,11,46246288,46246288,NO,-34.658066,-58.664869
961,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,PEREZ QUINTANA 3850,ITUZAINGO,B1714AAA,,,,NO,-34.636377,-58.70866
962,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,SOLER 122,ITUZAINGO,B1714LVD,,,,NO,-34.659297,-58.667608
963,BANCO SANTANDER ARGENTINA S.A.,AV PTE PERON (COLECTORA NORTE KM 27 PB DPTO: 1,ITUZAINGÓ CENTRO,B1715EKC,,int 1002,43411000,NO,34.628575,58.699947
964,BANCO SANTANDER ARGENTINA S.A.,AV PTE PERON (COLECTORA NORTE KM 27 S/N PB DPTO: 1 Y DEL PRADO,ITUZAINGÓ CENTRO,B1715EKC,,,,NO,34.628575,58.699947
965,BANCO SANTANDER ARGENTINA S.A.,AV SANTA ROSA 1738 PB DPTO: 1,ITUZAINGÓ CENTRO,B1712LTK,,,,NO,34.639949,58.655586
966,BANCO INDUSTRIAL S.A.,PABLO ZUFRIATEGUI 673,ITUZAINGÓ CENTRO,B1714GDG,,,,NO,34.657787,58.66658
967,BANCO INDUSTRIAL S.A.,SANTA ROSA 1442,ITUZAINGÓ CENTRO,B1714FBD,11,46247213,,NO,34.643428,58.477094
968,BANCO INDUSTRIAL S.A.,SANTA ROSA 1442,ITUZAINGÓ CENTRO,B1714FBD,11,46247213,46247213,NO,34.643428,58.477094
969,BANCO DE LA PROVINCIA DE BUENOS AIRES,SOLER 310,ITUZAINGÓ CENTRO,B1714LVH,,,,NO,-34.657079,-58.668589
970,BANCO DE LA PROVINCIA DE BUENOS AIRES,24 DE OCTUBRE 865,ITUZAINGÓ SUR,B1714GSI,11,44585002,,NO,-34.660772,-58.666283
971,BANCO INDUSTRIAL S.A.,PABLO ZUFRIATEGUI 673,ITUZAINGÓ SUR,B1714GDG,11,46231801,,NO,34.657764,58.664431
972,BANCO PATAGONIA S.A.,AV. ALTUBE 1786,JOSE C. PAZ,B1665BKN,,,,NO,-34.521527,-58.5227
973,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. ARREGUI,JOSE C. PAZ,B1832BSF,2320,422533,,NO,-34.517511,-58.752577
974,BANCO DE LA NACION ARGENTINA,AV. JOSE ALTUBE 1761,JOSE C. PAZ,B1665BKA,,,,NO,-34.521621,-587.50306
975,BANCO DE LA NACION ARGENTINA,AV. JOSE ALTUBE 1761,JOSE C. PAZ,B1665BKA,,,,NO,-34.52162,-587.50306
976,BANCO CREDICOOP COOPERATIVO LIMITADO,BERUTI 1381,JOSE C. PAZ,B1669CRO,,,,NO,-34.453158,-58.795927
977,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,H. YRIGOYEN 1826 PB,JOSE C. PAZ,B1665ABS,,,,NO,-34.519575,-58.753124
978,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,HIPOLITO YRIGOYEN 1826 PB,JOSE C. PAZ,B1665ABS,,,,NO,-34.519575,-58.753124
979,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. ALTUBE 1932,JOSÉ C. PAZ,B1665BKP,2320,422533 int 15018,422407,NO,-34.522485,-58.752269
980,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. ALTUBE 1932,JOSÉ C. PAZ,B1665BKP,,,,NO,-34.522466,-58.752369
981,BANCO DE LA PROVINCIA DE BUENOS AIRES,AVENIDA CROACIA 0000001766,JOSÉ C. PAZ,B1666KDR,2320,422533,,NO,-34.517048,-58.792144
982,BANCO DE LA PROVINCIA DE BUENOS AIRES,AVENIDA CROACIA 1766,JOSÉ C. PAZ,B1666KDR,2320,422533,,NO,-34.517048,-58.792144
983,BANCO DE LA PROVINCIA DE BUENOS AIRES,AVENIDA CROACIA 33,JOSÉ C. PAZ,B1666KCA,2320,422533,,NO,-34.53013,-58.779565
984,BANCO DE LA PROVINCIA DE BUENOS AIRES,DR. RENE FAVALORO 4750,JOSÉ C. PAZ,B1665KVW,2320,422407,,NO,-34.516552,-58.741355
985,BANCO SUPERVIELLE S.A.,GASPAR CAMPOS 6405,JOSÉ C. PAZ,B1665GWO,,,,NO,-34.5241,-58.7551
986,BANCO SUPERVIELLE S.A.,GASPAR CAMPOS 6405,JOSÉ C. PAZ,B1665GWO,2320,439785,,NO,-34.5241,-58.7551
987,BANCO PIANO S.A.,GRANADEROS A CABALLO 4850,JOSÉ C. PAZ,B1665GOB,,,,NO,34.312005,58.450147
988,BANCO CREDICOOP COOPERATIVO LIMITADO,HIPOLITO IRIGOYEN 1826,JOSÉ C. PAZ,B1666AAB,,,,NO,-34.519575,-58.753123
989,BANCO DE LA PROVINCIA DE BUENOS AIRES,HIPOLITO YRIGOYEN 1826,JOSÉ C. PAZ,B1665ABS,,,,NO,-34.51955,-58.753146
990,BANCO DE LA PROVINCIA DE BUENOS AIRES,ROQUE SAENZ PEÑA 0000005162,JOSÉ C. PAZ,B1665GSH,2320,422533,,NO,-34.521263,-58.753874
991,BANCO PIANO S.A.,ROQUE SAENZ PENA 5023,JOSÉ C. PAZ,B1665GOB,,,,NO,34.522674,58.752948
992,BANCO PIANO S.A.,ROQUE SAENZ PENA 5023,JOSÉ C. PAZ,B1665CMU,,,,NO,34.522674,58.752948
993,BANCO DE LA PROVINCIA DE BUENOS AIRES,EDUARDO COMESAÑA 2520,JOSÉ INGENIEROS,B1703BAF,,,,NO,-34.619261,-58.533931
994,BANCO CREDICOOP COOPERATIVO LIMITADO,GARCIA LORCA 2420,JOSÉ INGENIEROS,B1703AZH,11,47571871,47571871,NO,-34.618602,-58.532524
995,BANCO CREDICOOP COOPERATIVO LIMITADO,GARCIA LORCA 2420,JOSÉ INGENIEROS,B1703AZH,,,,NO,-34.618602,-58.532524
996,BANCO DE LA PROVINCIA DE BUENOS AIRES,ALFONSINA STORNI 41,JOSÉ MARÍA EZEIZA,B1802ARA,11,42951713,,NO,-34.78939,-58.52363
997,BANCO DE LA PROVINCIA DE BUENOS AIRES,AVELLANEDA 51,JOSÉ MARÍA EZEIZA,B1804EOA,,,,NO,-34.855246,-58.525933
998,BANCO PATAGONIA S.A.,AVELLANEDA 78,JOSÉ MARÍA EZEIZA,B1804EOB,,,,NO,-34.854967,-58.526279
999,BANCO DE LA PROVINCIA DE BUENOS AIRES,PRESIDENTE NESTOR CARLOS KIRCHNER 0000000890,JOSÉ MARÍA EZEIZA,B1804CCV,11,42951713,,NO,-34.892373,-58.14581
1000,BANCO DE LA PROVINCIA DE BUENOS AIRES,PRESINDETE NESTOR CARLOS KIRCHNER 0000000890,JOSÉ MARÍA EZEIZA,B1804CCV,11,42951713,,NO,-34.892373,-58.14581
1001,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. FLANDES 297,JOSE MARIA JAUREGUI (EST. JAUREGUI),B6706ARF,,,,NO,-34.569937,-59.108413
1002,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 520,JOSÉ MELCHOR ROMERO,B1906GED,,,,NO,-34.954502,-58.052747
1003,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 519 7476,JOSÉ MELCHOR ROMERO,B1903HKR,,,,NO,-34.948875,-58.049078
1004,BANCO DE LA PROVINCIA DE BUENOS AIRES,LUIS MOTTA 299,JUAN BAUTISTA ALBERDI (EST. ALBERDI),B6034ARG,,,,NO,-34.439959,-61.810169
1005,BANCO DE LA NACION ARGENTINA,SARMIENTO 359,JUAN BAUTISTA ALBERDI (EST. ALBERDI),B6034BFG,,,,NO,-34.437356,-618.12652
1006,BANCO DE LA NACION ARGENTINA,SAN MARTIN 499,JUAN COUSTE (EST. ALGARROBO),B8136ANF,,,,NO,-38.89298,-631.4205
1007,BANCO DE LA PROVINCIA DE BUENOS AIRES,SARMIENTO 177 Y ALEM,JUAN JOSE PASO,B6474APD,,,,NO,-35.856628,-62.29797
1008,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 14,JUAN MARÍA GUTIÉRREZ,B1880LMA,,,,NO,-34.760269,-58.203915
1009,BANCO DE LA NACION ARGENTINA,CALLE 35 1202,JUAN N. FERNANDEZ,B7011AVN,,,,NO,-38.006206,-592.63489
1010,BANCO DE LA PROVINCIA DE BUENOS AIRES,25 DE MAYO 65,JUNIN,B6000DHA,,,,NO,-34.588631,-60.947259
1011,BANCO INDUSTRIAL S.A.,ALVARES RODRIGUEZ 129,JUNIN,B6000GRC,236,4443629,,NO,34.595915,60.948131
1012,BANCO SANTANDER ARGENTINA S.A.,AV MOISES LEBENSOHN 19 PB DPTO: 1,JUNIN,B6000BHA,,,,NO,34.609259,58.396304
1013,BANCO PATAGONIA S.A.,AV. BENITO DE MIGUE 49,JUNIN,B6000ABA,,,,NO,-34.593693,-60.9472
1014,BANCO MACRO S.A.,AV. BENITO DE MIGUEL 61 PB,JUNIN,B6000ABA,,,,NO,-34.593857,-60.94735
1015,BANCO PATAGONIA S.A.,AV. DR. BENITO DE MIGUEL 49,JUNIN,B6000ABA,,,,NO,-34.493693,-60.9472
1016,BANCO PATAGONIA S.A.,AV. DR. BENITO DE MIGUEL 49,JUNIN,B6000ABA,,,,NO,-34.593693,-60.9472
1017,BANCO DE LA PROVINCIA DE BUENOS AIRES,AVENIDA ALVEAR 1900,JUNIN,B6002DHZ,236,4402284,4402283,NO,-34.558361,-60.917638
1018,BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA DOCTOR BENITO DE MIGUEL 129,JUNIN,B6000ABC,,,,NO,-34.594179,-60.948164
1019,BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA DOCTOR BENITO DE MIGUEL 129,JUNIN,B6000ABC,236,4433092,4433092,NO,-34.594179,-60.948164
1020,BANCO BBVA ARGENTINA S.A.,BARTOLOME MITRE 81,JUNIN,B6000EFA,,,,NO,-34.594723,-60.945282
1021,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CORNELIO SAAVEDRA 49,JUNIN,B6000EGA,,,,NO,-34.59382,-60.94462
1022,BANCO INDUSTRIAL S.A.,DIRECTOR ALVAREZ RODRIGUEZ 129,JUNIN,B6000GRC,236,4445570,4445570,NO,34.596883,60.946017
1023,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,LEBENSHON 27,JUNIN,B6000BHA,,,,NO,-34.609163,-58.396295
1024,BANCO DE LA PROVINCIA DE BUENOS AIRES,MAYOR LOPEZ 16,JUNIN,B6000AFB,236,4439900,,NO,-34.59433,-60.945827
1025,BANCO DE LA PROVINCIA DE BUENOS AIRES,MAYOR LOPEZ 16,JUNIN,B6000AFB,,,,NO,-34.59433,-60.945827
1026,BANCO DE LA NACION ARGENTINA,MAYOR LOPEZ 26,JUNIN,B6000AFB,,,,NO,-34.593509,-609.45325
1027,BANCO DE LA NACION ARGENTINA,MAYOR LOPEZ 26,JUNIN,B6000AFB,,,,NO,-34.59351,-609.45325
1028,BANCO DE LA NACION ARGENTINA,PADRE GHIO 291,JUNIN,B6002FME,,,,NO,-34.57867,-609.48801
1029,BANCO CREDICOOP COOPERATIVO LIMITADO,PADRE GHIO 421,JUNIN,B6000ABC,,,,NO,-34.577122,-60.946687
1030,BANCO DE LA PROVINCIA DE BUENOS AIRES,PRIMERA JUNTA 843,JUNIN,B6002CRG,,,,NO,-34.575553,-60.944687
1031,BANCO DE LA PROVINCIA DE BUENOS AIRES,PRIMERA JUNTA 843,JUNIN,B6002CRG,236,4443401 int 69850,,NO,-34.575489,-60.944387
1032,BANCO HIPOTECARIO S.A.,SAAVEDRA 10,JUNIN,B6000EGB,,,,NO,-34.593024,-60.945038
1033,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. PEDRO SOLABARRIETA 310,LA AURORA (EST. LA NIÑA),B6500XAA,,,,NO,-35.403439,-61.20483
1034,BANCO CREDICOOP COOPERATIVO LIMITADO,DIAGONAL 73 3477,LA CUMBRE,B1902BPS,,,,NO,-34.922892,-57.990974
1035,BANCO DE LA PROVINCIA DE BUENOS AIRES,CORDOBA 352,LA EMILIA,B2902AAF,,,,NO,-33.350109,-60.316208
1036,BANCO BBVA ARGENTINA S.A.,HERMENEGILDO CORDOVA S/N,LA EMILIA,B2901ABR,,,,NO,-33.350657,-60.321493
1037,BANCO SUPERVIELLE S.A.,"AV, LIBERTADOR 3879",LA LUCILA,B1637ALH,11,52971560,,NO,-34.4943,-58.4845
1038,BANCO SUPERVIELLE S.A.,AV. LIBERTADOR 3879,LA LUCILA,B1637ALH,11,52971560,,NO,-34.4943,-58.4845
1039,BANCO PATAGONIA S.A.,ALMAFUERTE 3599,LA MATANZA,B1754ASK,,,,NO,-34.681933,-58.554493
1040,BANCO SUPERVIELLE S.A.,AV J M ROSAS 3536,LA MATANZA,B1754FUT,11,44822195,,NO,-34.682561,-58.554172
1041,BANCO DE LA NACION ARGENTINA,AV. CROVARA 954,LA MATANZA,B1751CQW,,,,NO,-34.679761,-585.10737
1042,BANCO DE LA NACION ARGENTINA,AV. CROVARA 954,LA MATANZA,B1751CQW,,,,NO,-34.67976,-585.10737
1043,BANCO SANTANDER ARGENTINA S.A.,AV. CROVARA S/N PB DPTO: 1 Y CAMINO DE CINTURA,LA MATANZA,B1766AXD,,,,NO,34.700274,58.541361
1044,BANCO PATAGONIA S.A.,AV. DE MAYO 261,LA MATANZA,B1704BUC,,,,NO,-34.643271,-58.565237
1045,BANCO SANTANDER ARGENTINA S.A.,AV. PROVINCIAS UNIDAS 3990 PB DPTO: 1,LA MATANZA,B7118XAB,,,,NO,34.685141,58.558161
1046,BANCO SANTANDER ARGENTINA S.A.,AV. PTE. ILLIA 2850 PB DPTO: 1,LA MATANZA,B1754IUV,,,,NO,34.678271,58.566847
1047,BANCO PATAGONIA S.A.,BOULOGNE SUR MER 1044,LA MATANZA,B1768AAF,,,,NO,-34.694762,-58.511375
1048,BANCO SANTANDER ARGENTINA S.A.,CASTRO BARROS 2050,LA MATANZA,B1785CDB,,,,NO,34.709181,58.510288
1049,BANCO DE LA CIUDAD DE BUENOS AIRES,HIPOLITO YRIGOYEN 2589 PB,LA MATANZA,B7118XAB,11,43298600,,NO,-34.36398,-58.241117
1050,BANCO DE LA CIUDAD DE BUENOS AIRES,HIPOLITO YRIGOYEN 2589 PB,LA MATANZA,B7118XAB,11,44842918,,NO,-34.36398,-58.241117
1051,COMPAÑIA FINANCIERA ARGENTINA S.A.,PIEDRABUENA 6158,LA MATANZA,B1757BRX,,,,NO,-34.749925,-58.584742
1052,BANCO PATAGONIA S.A.,SAN MARTIN S/N S/N,LA PALA,R8416ADA,,,,NO,-41.033931,-71.282259
1053,HSBC BANK ARGENTINA S.A.,47 726,LA PLATA,B1900AKF,221,4220022,,NO,-34.915343,-57.954491
1054,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,7 451,LA PLATA,B1902CMW,,,,NO,-34.90824,-57.958697
1055,BANCO SANTANDER ARGENTINA S.A.,AV 44 1582 PB DPTO: 1,LA PLATA,B1900ACS,,,,NO,34.929153,57.975435
1056,BANCO SANTANDER ARGENTINA S.A.,AV 520 0 PB DPTO: 1 Y RUTA NAC 3,LA PLATA,B1906BRN,11,43411000 int 1002,4341000,NO,35.064659,58.089398
1057,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 1 1389,LA PLATA,B1904EIN,,,,NO,-34.915872,-57.934429
1058,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 1 1389,LA PLATA,B1904EIN,221,4830728 int 20810,4230147,NO,-34.916014,-57.934533
1059,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 1 1389,LA PLATA,B1904EIN,221,4830728 int 20810,4230147,NO,-34.916005,-57.934545
1060,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 122 825,LA PLATA,B1906CSQ,,,,NO,-34.900176,-57.936328
1061,BANCO DE LA NACION ARGENTINA,AV. 13 115,LA PLATA,B1902CSC,,,,NO,-34.90812,-579.72515
1062,BANCO DE LA NACION ARGENTINA,AV. 13 115,LA PLATA,B1902CSC,,,,NO,-34.908124,-579.72515
1063,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 13 421,LA PLATA,B1900AUL,,,,NO,-34.913344,-57.965526
1064,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 13 421,LA PLATA,B1900AUL,,,,NO,-34.913275,-57.965913
1065,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 13 901,LA PLATA,B1900TLL,,,,NO,-34.920474,-57.955854
1066,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 44 1359,LA PLATA,B1902ACB,,,,NO,-34.925173,-57.971467
1067,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 44 1631,LA PLATA,B1902ACG,,,,NO,-34.929869,-57.9766
1068,BANCO SANTANDER ARGENTINA S.A.,AV. 44 1697 PB DPTO: 1,LA PLATA,B1902ACH,,,,NO,34.555268,57.584002
1069,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. 44 1724,LA PLATA,B1900ACV,,,,NO,-34.931806,-57.978281
1070,BANCO PATAGONIA S.A.,AV. 44 2380,LA PLATA,B1900ACS,,,,NO,-34.918243,-57.963482
1071,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 44 477,LA PLATA,B1916ATD,,,,NO,-34.908279,-57.952486
1072,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 51 1120,LA PLATA,B1900AWW,,,,NO,-34.925557,-57.960564
1073,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 520,LA PLATA,B1933CPB,221,4961318,,NO,-34.985541,-58.086975
1074,BANCO DE LA NACION ARGENTINA,AV. 60,LA PLATA,B1900AAU,,,,NO,-34.91643,-579.3634
1075,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 7,LA PLATA,B1900TFR,,,,NO,-34.91274,-57.952506
1076,BANCO MACRO S.A.,AV. 7 1207 PB,LA PLATA,B1900ANB,,,,NO,-34.918667,-57.944612
1077,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 7 1855,LA PLATA,B1904CLJ,221,4579933,,NO,-34.929579,-57.93146
1078,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 7 1855,LA PLATA,B1904CLJ,,,,NO,-34.929412,-57.93004
1079,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. 7 1899,LA PLATA,B1904CLJ,221,4210668,4210668,NO,-34.930167,-57.929077
1080,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 7 2050,LA PLATA,B1914IID,,,,NO,-34.919593,-57.943195
1081,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. 7 59,LA PLATA,B1902CMB,,,,NO,-34.901566,-57.967529
1082,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 7 726,LA PLATA,B1900TFS,,,,NO,-34.911444,-57.951999
1083,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 7 740,LA PLATA,B1900TFB,221,4232699,4834153,NO,-34.908457,-57.957999
1084,BANCO DE LA NACION ARGENTINA,AV. 7 776,LA PLATA,B1900TFY,,,,NO,-34.913469,-579.5081
1085,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 7 850,LA PLATA,B1900TFY,,,,NO,-34.913979,-57.950395
1086,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV.7 1855,LA PLATA,B1904CLJ,221,4579933,,NO,-34.929579,-57.93146
1087,BANCO DE LA NACION ARGENTINA,AVDA. 7 CENTRO 826,LA PLATA,B1900TFY,,,,NO,-34.913993,-579.50817
1088,BANCO INDUSTRIAL S.A.,AVENIDA 13 1270,LA PLATA,B1900TLZ,221,4211851,,NO,34.925181,57.949442
1089,BANCO INDUSTRIAL S.A.,AVENIDA 13 1270,LA PLATA,B1900TLZ,221,4211851,4211851,NO,34.925181,57.949442
1090,BANCO INDUSTRIAL S.A.,AVENIDA 13 1270,LA PLATA,B1900TLZ,,,,NO,34.925181,57.949442
1091,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AVENIDA 13 665,LA PLATA,B1900TLA,,,,NO,-34.917485,-57.959988
1092,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 10 Y CALLE 76,LA PLATA,B1914HQJ,,,,NO,-34.936772,-57.926992
1093,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 12,LA PLATA,B1914HKA,,,,NO,-34.920448,-57.95351
1094,BANCO COLUMBIA S.A.,CALLE 12 1073,LA PLATA,B1914HKA,,,,NO,-34.921733,-59.951936
1095,BANCO BBVA ARGENTINA S.A.,CALLE 12 1081,LA PLATA,B1682BKI,,,,NO,-34.921795,-57.95182
1096,BANCO SUPERVIELLE S.A.,CALLE 12 1111,LA PLATA,B1900TKR,221,4106830,,NO,-34.922,-57.951
1097,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 12 1275,LA PLATA,B1900TKV,,,,NO,-34.924342,-57.94854
1098,BANCO DE LA NACION ARGENTINA,CALLE 1236 960,LA PLATA,B1888CTA,,,,NO,-34.84193,-58.18943
1099,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 14 1631,LA PLATA,B1900DWD,,,,NO,-34.930054,-57.976453
1100,BANCO INDUSTRIAL S.A.,CALLE 15 1270,LA PLATA,B1900TNB,,,,NO,34.925564,57.952889
1101,BANCO INDUSTRIAL S.A.,CALLE 15 1270,LA PLATA,B1900TNB,221,4536541,,NO,34.925564,57.952889
1102,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 17 1851 Y CALLE 70,LA PLATA,B1904CVS,,,,NO,-34.938732,-57.940414
1103,BANCO DE LA CIUDAD DE BUENOS AIRES,CALLE 2 652 PB,LA PLATA,C1023AAT,,,,NO,-34.695438,-58.504719
1104,BANCO DE LA CIUDAD DE BUENOS AIRES,CALLE 2 652 PB,LA PLATA,B1900TBF,,,,NO,-34.695438,-58.504719
1105,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 2 976,LA PLATA,B1914FBK,,,,NO,-34.911157,-57.943367
1106,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 27,LA PLATA,B1912AMX,,,,NO,-34.948533,-57.950184
1107,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 37 133,LA PLATA,B1908EYA,,,,NO,-34.896865,-57.95464
1108,BANCO DE LA NACION ARGENTINA,CALLE 4 168,LA PLATA,B1902CJH,,,,NO,-34.900592,-579.62049
1109,BANCO DE LA NACION ARGENTINA,CALLE 42,LA PLATA,B1902DAT,,,,NO,-34.92127,-579.7185
1110,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 44 150,LA PLATA,B1916ATA,,,,NO,-34.951352,-57.999959
1111,BANCO PATAGONIA S.A.,CALLE 44 1578,LA PLATA,B1900ACS,,,,NO,-34.929089,-57.975344
1112,BANCO ITAU ARGENTINA S.A.,CALLE 46 557 DPTO: OFICINA,LA PLATA,B1900AGW,,,,NO,-34.911511,-57.952162
1113,BANCO BBVA ARGENTINA S.A.,CALLE 46 565,LA PLATA,B1900AGW,,,,NO,-34.911678,-57.952332
1114,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 46 886,LA PLATA,B1900AHJ,,,,NO,-34.917491,-57.958589
1115,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 47,LA PLATA,B1900TFS,,,,NO,-34.917491,-57.958589
1116,BANCO CREDICOOP COOPERATIVO LIMITADO,CALLE 47 608,LA PLATA,B1900AJZ,,,,NO,-34.913266,-57.952273
1117,BANCO SUPERVIELLE S.A.,CALLE 47 636,LA PLATA,B1900AJZ,221,4106860,,NO,-32.92,-57.959
1118,BANCO BBVA ARGENTINA S.A.,CALLE 47 641,LA PLATA,B1900AJY,,,,NO,-34.913883,-57.952995
1119,BANCO INDUSTRIAL S.A.,CALLE 47 677,LA PLATA,B1900AKC,221,4894353,16,NO,37.914381,57.953728
1120,BANCO COMAFI SOCIEDAD ANONIMA,CALLE 47 677 PB,LA PLATA,B1900AKC,,,,NO,-34.914464,-57.955963
1121,BANCO SANTANDER ARGENTINA S.A.,CALLE 47 740 PB DPTO: 1 Y CALLE 4,LA PLATA,B1900AKF,,,,NO,34.915714,57.955081
1122,BANCO DE LA NACION ARGENTINA,CALLE 48 575,LA PLATA,B1900AMW,,,,NO,-34.913049,-579.50669
1123,BANCO MACRO S.A.,CALLE 48 676 PB,LA PLATA,B1900ANB,,,,NO,-34.915181,-57.952799
1124,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 48 915,LA PLATA,B1900ANK,,,,NO,-34.919369,-57.957379
1125,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 5 530,LA PLATA,B1914FBR,,,,NO,-34.907578,-57.954758
1126,BANCO DE LA NACION ARGENTINA,CALLE 50 115,LA PLATA,B1900TFY,,,,NO,-34.921478,-579.56852
1127,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 50 537,LA PLATA,B1900ASU,,,,NO,-34.91363,-57.94838
1128,BANCO HIPOTECARIO S.A.,CALLE 50 673,LA PLATA,B1900ATA,,,,NO,-34.916262,-57.951257
1129,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 508 2380,LA PLATA,B1906CNX,,,,NO,-34.89103,-58.007902
1130,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 51 456,LA PLATA,B1900AVW,,,,NO,-34.912577,-57.945908
1131,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CALLE 51 652,LA PLATA,B1900AWN,,,,NO,-34.916416,-57.950073
1132,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 55 570,LA PLATA,B1900BGX,,,,NO,-34.916705,-57.945766
1133,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 56 616,LA PLATA,B1910TKV,,,,NO,-34.918389,-57.946182
